scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,project_pi,project_pi_contact,access,id
Phragmites australis,leaf nitrogen content per leaf dry mass,32.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571305
Phragmites australis,leaf carbon content per leaf dry mass,461.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571609
Phragmites australis,leaf carbon content per leaf nitrogen content,18.44,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571731
Phragmites australis,leaf carbon content per leaf dry mass,451.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571344
Phragmites australis,leaf carbon content per leaf nitrogen content,18.32,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15861501
Phragmites australis,leaf nitrogen content per leaf dry mass,30.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,43.36,-70.48,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570952
Phragmites australis,leaf nitrogen content per leaf dry mass,33.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571304
Phragmites australis,leaf carbon content per leaf dry mass,452.8,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571706
Phragmites australis,leaf nitrogen content per leaf dry mass,35.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570945
Phragmites australis,leaf nitrogen content per leaf dry mass,28.7,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571448
Phragmites australis,leaf carbon content per leaf nitrogen content,16.74,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,42.94,-76.7,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571769
Phragmites australis,leaf carbon content per leaf nitrogen content,12.78,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571775
Phragmites australis,whole plant height,4,m,actual measurement (following LEDA data standards) - maximum height,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939347
Phragmites australis,whole plant growth form,grass,NA,NA,NA,NA,NA,NA,Angela Moles,a.moles@unsw.edu.au,public,2037451
Phragmites australis,leaf nitrogen content per leaf dry mass,31.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.55,-70.6,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570892
Phragmites australis,leaf nitrogen content per leaf dry mass,24.5,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,43.36,-70.48,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571312
Phragmites australis,leaf carbon content per leaf dry mass,462.9,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,39.41,-74.73,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15861510
Phragmites australis,leaf carbon content per leaf dry mass,446.6,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,39.41,-74.73,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571266
Phragmites australis,whole plant height,2.5,m,actual measurement (following LEDA data standards) - maximum height,NA,NA,NA,http://www.leda-traitbase.org/LEDAportal/,Michael Kleyer,michael.kleyer@uni-oldenburg.de,public,15939345
Phragmites australis,leaf carbon content per leaf dry mass,443.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,36.51,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571342
Phragmites australis,leaf carbon content per leaf dry mass,461.7,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,29.77,-93.29,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571358
Phragmites australis,leaf nitrogen content per leaf dry mass,34.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,39.41,-74.73,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571112
Phragmites australis,leaf carbon content per leaf nitrogen content,16.39,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,44.51,-70.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571755
Phragmites australis,leaf phosphorus content per leaf dry mass,1.51,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",39,108.2,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15756678
Phragmites australis,leaf phosphorus content per leaf dry mass,1.12,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",40,102.4,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15757301
Phragmites australis,leaf carbon content per leaf dry mass,441.3,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571260
Phragmites australis,leaf nitrogen content per leaf dry mass,2,mg.g-1,"the Kjeldahl method (Fiske & Subbarow, 1925)",37.5,94.5,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15753077
Phragmites australis,whole plant growth form,Grass,NA,NA,NA,NA,NA,NA,Angela Moles,a.moles@unsw.edu.au,public,2039252
Phragmites australis,leaf nitrogen content per leaf dry mass,24.4,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15570901
Phragmites australis,leaf nitrogen content per leaf dry mass,30.2,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,43.36,-70.48,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571309
Phragmites australis,leaf carbon content per leaf nitrogen content,16.12,NA,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,38.77,-75.95,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15571801
Phragmites australis,leaf phosphorus content per leaf dry mass,0.71,mg.g-1,"phosphorus molybdenum blues photometry(Piper, 1947)",40,102.4,NA,doi: 10.1111/j.1469-8137.2005.01530.x,J. Fang,jyfang@urban.pku.edu.cn,public,15757425
Phragmites australis,whole plant woodiness,herbaceous,NA,NA,NA,NA,NA,http://datadryad.org/resource/doi:10.5061/dryad.63q27.2,Zanne AE,aezanne@gmail.com,public,15761128
Phragmites australis,leaf carbon content per leaf dry mass,459.3,mg.g-1,The top three leaves were collected from a single plant per pot (n = 5 pots per genotype). Leaves were lyophilized and ground to a fine powder in the laboratory. Leaf nutritional levels were assayed using an elemental analyzer at Brown University Environmental Chemistry Facilities,41.3,-72.35,NA,http://datadryad.org/resource/doi:10.5061/dryad.r8d1m,Bhattarai GP,bhattaraigp@gmail.com,public,15861511
